year,Country Code,population
1993,LY,4755289.0
1994,LY,4855003.0
1995,LY,4948798.0
1996,LY,5035884.0
1997,LY,5117269.0
1998,LY,5195502.0
1999,LY,5274163.0
2000,LY,5355751.0
2001,LY,5440566.0
2002,LY,5527515.0
2003,LY,5615952.0
2004,LY,5704759.0
2005,LY,5792688.0
2006,LY,5881435.0
2007,LY,5970362.0
2008,LY,6053078.0
2009,LY,6121053.0
2010,LY,6169140.0
2011,LY,6193501.0
2012,LY,6198258.0
2013,LY,6195970.0
2014,LY,6204108.0
2015,LY,6234955.0
2016,LY,6293253.0
1985,MA,22537376.0
1987,MA,23497766.0
1993,MA,26237417.0
1995,MA,27075232.0
1996,MA,27460603.0
1997,MA,27825901.0
2000,MA,28849621.0
2001,MA,29181832.0
2002,MA,29512368.0
2003,MA,29843937.0
2004,MA,30179285.0
2005,MA,30521070.0
2006,MA,30869346.0
2007,MA,31225881.0
2008,MA,31596855.0
2009,MA,31989897.0
2010,MA,32409639.0
2011,MA,32858823.0
2012,MA,33333789.0
2013,MA,33824769.0
2014,MA,34318082.0
2015,MA,34803322.0
2016,MA,35276786.0
2010,MC,37094.0
1999,MD,3647001.0
2000,MD,3639592.0
2001,MD,3631462.0
2002,MD,3623062.0
2003,MD,3612874.0
2004,MD,3603945.0
2005,MD,3595187.0
2006,MD,3585209.0
2007,MD,3576910.0
2008,MD,3570108.0
2009,MD,3565604.0
2010,MD,3562045.0
2011,MD,3559986.0
2012,MD,3559519.0
2013,MD,3558566.0
2014,MD,3556397.0
2015,MD,3554108.0
2016,MD,3552000.0
2006,ME,615025.0
2007,ME,615875.0
2008,ME,616969.0
2009,ME,618294.0
2010,ME,619428.0
2011,ME,620079.0
2012,ME,620601.0
2013,ME,621207.0
2014,ME,621810.0
2015,ME,622159.0
2016,ME,622781.0
1994,MG,13066543.0
2000,MG,15766806.0
2001,MG,16260932.0
2002,MG,16765117.0
2010,MG,21151640.0
2011,MG,21743949.0
2012,MG,22346573.0
2013,MG,22961146.0
2014,MG,23589801.0
2015,MG,24234088.0
2016,MG,24894551.0
1993,MK,1984028.0
1994,MK,1981703.0
1995,MK,1983252.0
1996,MK,1989443.0
1997,MK,1999599.0
1998,MK,2012057.0
1999,MK,2024394.0
2000,MK,2034819.0
2001,MK,2042842.0
2002,MK,2048928.0
2003,MK,2053426.0
2004,MK,2057047.0
2005,MK,2060272.0
2006,MK,2063145.0
2007,MK,2065458.0
2008,MK,2067378.0
2009,MK,2069093.0
2010,MK,2070739.0
2011,MK,2072383.0
2012,MK,2074036.0
2013,MK,2075739.0
2014,MK,2077495.0
2015,MK,2079308.0
2016,MK,2081206.0
1986,ML,7955164.0
1987,ML,8067758.0
1988,ML,8180728.0
1989,ML,8309531.0
1990,ML,8465188.0
1991,ML,8652514.0
1992,ML,8868263.0
1995,ML,9604450.0
1996,ML,9856810.0
1997,ML,10114094.0
1998,ML,10380835.0
1999,ML,10663723.0
2000,ML,10967690.0
2001,ML,11293258.0
2002,ML,11638929.0
2003,ML,12005128.0
2004,ML,12391906.0
2005,ML,12798763.0
2006,ML,13227064.0
2007,ML,13675606.0
2008,ML,14138216.0
2009,ML,14606597.0
2010,ML,15075085.0
2011,ML,15540989.0
2012,ML,16006670.0
2013,ML,16477818.0
2014,ML,16962846.0
2015,ML,17467905.0
2016,ML,17994837.0
2015,MM,52403669.0
2005,MN,2526446.0
2006,MN,2558012.0
2007,MN,2591670.0
2008,MN,2628131.0
2009,MN,2668289.0
2010,MN,2712650.0
2011,MN,2761516.0
2012,MN,2814226.0
2013,MN,2869107.0
2014,MN,2923896.0
2015,MN,2976877.0
1989,MR,1976030.0
1990,MR,2030140.0
1991,MR,2085202.0
1992,MR,2141445.0
1993,MR,2199791.0
1994,MR,2261403.0
1995,MR,2327075.0
1996,MR,2397245.0
1997,MR,2471598.0
1998,MR,2549223.0
1999,MR,2628803.0
2000,MR,2709359.0
2001,MR,2790729.0
2002,MR,2873228.0
2003,MR,2957117.0
2004,MR,3042823.0
2005,MR,3130720.0
2006,MR,3220653.0
2007,MR,3312665.0
2008,MR,3407541.0
2009,MR,3506288.0
2010,MR,3609543.0
2011,MR,3717672.0
2012,MR,3830239.0
2013,MR,3946170.0
2014,MR,4063920.0
2015,MR,4182341.0
2016,MR,4301018.0
1993,MT,371308.0
1994,MT,374797.0
1995,MT,377419.0
1996,MT,379905.0
1997,MT,382791.0
1998,MT,385287.0
1999,MT,387578.0
2000,MT,390087.0
2001,MT,393028.0
2002,MT,395969.0
2003,MT,398582.0
2004,MT,401268.0
2005,MT,403834.0
2006,MT,405308.0
2007,MT,406724.0
2008,MT,409379.0
2009,MT,412477.0
2010,MT,414508.0
2011,MT,416268.0
2012,MT,419455.0
2013,MT,423374.0
2014,MT,427364.0
2015,MT,431874.0
2016,MT,436947.0
2001,MU,1196287.0
1986,MW,7625305.0
1987,MW,8120093.0
1988,MW,8636935.0
1989,MW,9094671.0
1990,MW,9437553.0
1991,MW,9641153.0
1992,MW,9729717.0
1993,MW,9755857.0
1994,MW,9796976.0
1995,MW,9909088.0
1996,MW,10109789.0
1997,MW,10381862.0
1998,MW,10704744.0
1999,MW,11044356.0
2000,MW,11376172.0
2001,MW,11695863.0
2002,MW,12013711.0
2003,MW,12336687.0
2004,MW,12676038.0
2005,MW,13039711.0
2006,MW,13429262.0
2007,MW,13840969.0
2008,MW,14271234.0
2009,MW,14714602.0
2010,MW,15167095.0
2011,MW,15627618.0
2012,MW,16097305.0
2013,MW,16577147.0
2014,MW,17068838.0
2015,MW,17573607.0
2016,MW,18091575.0
1985,MX,77360707.0
1986,MX,78934125.0
1987,MX,80503052.0
1988,MX,82083919.0
1989,MX,83697891.0
1990,MX,85357874.0
1991,MX,87071512.0
1992,MX,88828310.0
1993,MX,90600453.0
1994,MX,92349147.0
1995,MX,94045579.0
1996,MX,95687452.0
1997,MX,97281739.0
1998,MX,98821456.0
1999,MX,100300579.0
2000,MX,101719673.0
2001,MX,103067068.0
2002,MX,104355608.0
2003,MX,105640453.0
2004,MX,106995583.0
2005,MX,108472228.0
2006,MX,110092378.0
2007,MX,111836346.0
2008,MX,113661809.0
2009,MX,115505228.0
2010,MX,117318941.0
2011,MX,119090017.0
2012,MX,120828307.0
2013,MX,122535969.0
2014,MX,124221600.0
2015,MX,125890949.0
2016,MX,127540423.0
1985,MY,15598942.0
1986,MY,16045047.0
1987,MY,16525108.0
1988,MY,17027588.0
1989,MY,17535971.0
1990,MY,18038321.0
1991,MY,18529454.0
1992,MY,19012724.0
1993,MY,19494967.0
1994,MY,19986894.0
1995,MY,20495597.0
1996,MY,21023321.0
1997,MY,21565325.0
1998,MY,22113464.0
1999,MY,22656286.0
2000,MY,23185608.0
2001,MY,23698907.0
2002,MY,24198811.0
2003,MY,24688703.0
2004,MY,25174109.0
2005,MY,25659393.0
2006,MY,26143566.0
2007,MY,26625845.0
2008,MY,27111069.0
2009,MY,27605383.0
2010,MY,28112289.0
2011,MY,28635128.0
2012,MY,29170456.0
2013,MY,29706724.0
2014,MY,30228017.0
2015,MY,30723155.0
2016,MY,31187265.0
1985,MZ,12984405.0
1986,MZ,13034385.0
1987,MZ,13020861.0
1988,MZ,13002553.0
1989,MZ,13059613.0
1990,MZ,13247649.0
1991,MZ,13591970.0
1992,MZ,14071231.0
1993,MZ,14636995.0
1994,MZ,15217044.0
1995,MZ,15759132.0
1996,MZ,16248232.0
1997,MZ,16701351.0
1998,MZ,17136780.0
1999,MZ,17584869.0
2000,MZ,18067687.0
2001,MZ,18588758.0
2002,MZ,19139658.0
2003,MZ,19716598.0
2004,MZ,20312705.0
2005,MZ,20923070.0
2006,MZ,21547463.0
2007,MZ,22188387.0
2008,MZ,22846758.0
2009,MZ,23524063.0
2010,MZ,24221405.0
2011,MZ,24939005.0
2012,MZ,25676606.0
2013,MZ,26434372.0
2014,MZ,27212382.0
2015,MZ,28010691.0
2016,MZ,28829476.0
1990,NE,8012861.0
1991,NE,8272976.0
1992,NE,8549424.0
1993,NE,8842415.0
1994,NE,9151763.0
1995,NE,9477333.0
1996,NE,9819964.0
1997,NE,10180061.0
1998,NE,10556549.0
1999,NE,10947829.0
2000,NE,11352973.0
2001,NE,11771976.0
2002,NE,12206002.0
2003,NE,12656870.0
2004,NE,13127012.0
2005,NE,13618449.0
2006,NE,14132064.0
2007,NE,14668338.0
2008,NE,15228525.0
2009,NE,15813913.0
2010,NE,16425578.0
2011,NE,17064636.0
2012,NE,17731634.0
2013,NE,18426372.0
2014,NE,19148219.0
2015,NE,19896965.0
2016,NE,20672987.0
1985,NG,83613300.0
1986,NG,85818502.0
1987,NG,88101628.0
1988,NG,90450281.0
1989,NG,92844353.0
1990,NG,95269988.0
1991,NG,97726323.0
1992,NG,100221563.0
1993,NG,102761737.0
1994,NG,105355783.0
1995,NG,108011465.0
1996,NG,110732904.0
1997,NG,113522705.0
1998,NG,116385750.0
1999,NG,119327073.0
2000,NG,122352009.0
2001,NG,125463434.0
2002,NG,128666710.0
2003,NG,131972533.0
2004,NG,135393616.0
2005,NG,138939478.0
2006,NG,142614094.0
2007,NG,146417024.0
2008,NG,150347390.0
2009,NG,154402181.0
2010,NG,158578261.0
2011,NG,162877076.0
2012,NG,167297284.0
2013,NG,171829303.0
2014,NG,176460502.0
2015,NG,181181744.0
2016,NG,185989640.0
1985,NI,3709091.0
1986,NI,3796917.0
1987,NI,3882943.0
1988,NI,3968454.0
1989,NI,4055265.0
1990,NI,4144565.0
1991,NI,4236801.0
1992,NI,4331277.0
1993,NI,4426580.0
1994,NI,4520725.0
1995,NI,4612228.0
1996,NI,4700779.0
1997,NI,4786640.0
1998,NI,4869626.0
1999,NI,4949660.0
2000,NI,5026796.0
2001,NI,5100750.0
2002,NI,5171734.0
2003,NI,5240879.0
2004,NI,5309703.0
2005,NI,5379328.0
2006,NI,5450211.0
2007,NI,5522106.0
2008,NI,5594506.0
2009,NI,5666581.0
2010,NI,5737723.0
2011,NI,5807820.0
2012,NI,5877108.0
2013,NI,5945747.0
2014,NI,6013997.0
2015,NI,6082035.0
2016,NI,6149928.0
1992,NL,15184166.0
1993,NL,15290368.0
1994,NL,15382838.0
1995,NL,15459006.0
1996,NL,15530498.0
1997,NL,15610650.0
1998,NL,15707209.0
1999,NL,15812088.0
2000,NL,15925513.0
2001,NL,16046180.0
2002,NL,16148929.0
2003,NL,16225302.0
2004,NL,16281779.0
2005,NL,16319868.0
2006,NL,16346101.0
2007,NL,16381696.0
2008,NL,16445593.0
2009,NL,16530388.0
2010,NL,16615394.0
2011,NL,16693074.0
2012,NL,16754962.0
2013,NL,16804432.0
2014,NL,16865008.0
2015,NL,16939923.0
2016,NL,17018408.0
1993,NO,4311991.0
1995,NO,4359184.0
1996,NO,4381336.0
1997,NO,4405157.0
1998,NO,4431464.0
1999,NO,4461913.0
2000,NO,4490967.0
2001,NO,4513751.0
2002,NO,4538159.0
2003,NO,4564855.0
2004,NO,4591910.0
2005,NO,4623291.0
2006,NO,4660677.0
2007,NO,4709153.0
2008,NO,4768212.0
2009,NO,4828726.0
2010,NO,4889252.0
2011,NO,4953088.0
2012,NO,5018573.0
2013,NO,5079623.0
2014,NO,5137232.0
2015,NO,5188607.0
2016,NO,5232929.0
1989,NP,18293514.0
1990,NP,18749406.0
1991,NP,19245054.0
1992,NP,19773772.0
1993,NP,20321175.0
1994,NP,20867130.0
1995,NP,21396384.0
1996,NP,21903379.0
1997,NP,22389803.0
1998,NP,22856305.0
1999,NP,23305994.0
2000,NP,23740911.0
2001,NP,24161777.0
2002,NP,24566342.0
2003,NP,24950623.0
2004,NP,25309449.0
2005,NP,25640287.0
2006,NP,25940618.0
2007,NP,26214847.0
2008,NP,26475859.0
2009,NP,26741103.0
2010,NP,27023137.0
2011,NP,27327147.0
2012,NP,27649925.0
2013,NP,27985310.0
2014,NP,28323241.0
2015,NP,28656282.0
2016,NP,28982771.0
2012,NR,10279.0
2013,NR,10821.0
2014,NR,11853.0
2015,NR,12475.0
2016,NR,13049.0
1993,NZ,3572200.0
1995,NZ,3673400.0
1996,NZ,3732000.0
1997,NZ,3781300.0
1998,NZ,3815000.0
1999,NZ,3835100.0
2000,NZ,3857700.0
2001,NZ,3880500.0
2002,NZ,3948500.0
2003,NZ,4027200.0
2004,NZ,4087500.0
2005,NZ,4133900.0
2006,NZ,4184600.0
2007,NZ,4223800.0
2008,NZ,4259800.0
2009,NZ,4302600.0
2010,NZ,4350700.0
2011,NZ,4384000.0
2012,NZ,4408100.0
2013,NZ,4442100.0
2014,NZ,4509700.0
2015,NZ,4595700.0
2016,NZ,4692700.0
2000,OM,2267991.0
2001,OM,2294787.0
2002,OM,2334285.0
2003,OM,2385255.0
2004,OM,2444751.0
2005,OM,2511269.0
2006,OM,2582991.0
2007,OM,2662762.0
2008,OM,2759014.0
2009,OM,2882942.0
2010,OM,3041460.0
2011,OM,3237268.0
2012,OM,3464644.0
2013,OM,3711481.0
2014,OM,3960925.0
2015,OM,4199810.0
2016,OM,4424762.0
1985,PA,2219276.0
1986,PA,2268574.0
1987,PA,2318332.0
1988,PA,2368618.0
1989,PA,2419491.0
1990,PA,2471009.0
1991,PA,2523181.0
1992,PA,2576018.0
1993,PA,2629644.0
1994,PA,2684183.0
1995,PA,2739730.0
1996,PA,2796344.0
1997,PA,2853941.0
1998,PA,2912328.0
1999,PA,2971197.0
2000,PA,3030347.0
2001,PA,3089684.0
2002,PA,3149265.0
2003,PA,3209174.0
2004,PA,3269541.0
2005,PA,3330465.0
2006,PA,3391905.0
2007,PA,3453807.0
2008,PA,3516268.0
2009,PA,3579385.0
2010,PA,3643222.0
2011,PA,3707782.0
2012,PA,3772938.0
2013,PA,3838462.0
2014,PA,3903986.0
2015,PA,3969249.0
2016,PA,4034119.0
1985,PE,19544956.0
1986,PE,19996253.0
1987,PE,20451710.0
1993,PE,23184228.0
1994,PE,23619356.0
1995,PE,24038760.0
1996,PE,24441074.0
1997,PE,24827406.0
1998,PE,25199748.0
1999,PE,25561299.0
2000,PE,25914879.0
2001,PE,26261363.0
2002,PE,26601467.0
2003,PE,26937738.0
2004,PE,27273194.0
2005,PE,27610410.0
2006,PE,27949944.0
2007,PE,28292724.0
2008,PE,28641980.0
2009,PE,29001507.0
2010,PE,29373646.0
2011,PE,29759989.0
2012,PE,30158966.0
2013,PE,30565716.0
2014,PE,30973354.0
2015,PE,31376671.0
2016,PE,31773839.0
1985,PG,3794720.0
1986,PG,3895852.0
1987,PG,3997702.0
1988,PG,4100729.0
1989,PG,4205654.0
1990,PG,4313059.0
1991,PG,4423007.0
1992,PG,4535520.0
1993,PG,4651169.0
1994,PG,4770606.0
1995,PG,4894276.0
1996,PG,5022437.0
1997,PG,5154910.0
1998,PG,5291178.0
1999,PG,5430479.0
2000,PG,5572222.0
2001,PG,5716152.0
2002,PG,5862316.0
2003,PG,6010724.0
2004,PG,6161517.0
2005,PG,6314709.0
2006,PG,6470272.0
2007,PG,6627922.0
2008,PG,6787187.0
2009,PG,6947447.0
2010,PG,7108239.0
2011,PG,7269348.0
2012,PG,7430836.0
2013,PG,7592865.0
2014,PG,7755785.0
2015,PG,7919825.0
2016,PG,8084991.0
1985,PH,54323648.0
1986,PH,55804072.0
1987,PH,57313311.0
1988,PH,58845205.0
1989,PH,60391867.0
1990,PH,61947348.0
1991,PH,63508459.0
1992,PH,65075486.0
1993,PH,66650247.0
1994,PH,68236230.0
1995,PH,69835715.0
1996,PH,71446107.0
1997,PH,73064764.0
1998,PH,74693695.0
1999,PH,76335812.0
2000,PH,77991569.0
2001,PH,79665315.0
2002,PH,81352060.0
2003,PH,83031954.0
2004,PH,84678493.0
2005,PH,86274237.0
2006,PH,87809419.0
2007,PH,89293490.0
2008,PH,90751864.0
2009,PH,92220879.0
2010,PH,93726624.0
2011,PH,95277940.0
2012,PH,96866642.0
2013,PH,98481032.0
2014,PH,100102249.0
2015,PH,101716359.0
2016,PH,103320222.0
1985,PK,92219488.0
1986,PK,95264460.0
1987,PK,98357473.0
1988,PK,101474835.0
1989,PK,104588490.0
1990,PK,107678614.0
1991,PK,110730420.0
1992,PK,113747135.0
1993,PK,116749560.0
1994,PK,119769556.0
1995,PK,122829148.0
1996,PK,125938339.0
1997,PK,129086987.0
1998,PK,132253264.0
1999,PK,135405584.0
2000,PK,138523285.0
2001,PK,141601437.0
2002,PK,144654143.0
2003,PK,147703401.0
2004,PK,150780300.0
2005,PK,153909667.0
2006,PK,157093993.0
2007,PK,160332974.0
2008,PK,163644603.0
2009,PK,167049580.0
2010,PK,170560182.0
2011,PK,174184265.0
2012,PK,177911533.0
2013,PK,181712595.0
2014,PK,185546257.0
2015,PK,189380513.0
2016,PK,193203476.0
1992,PL,38363667.0
1993,PL,38461408.0
1997,PL,38649660.0
1998,PL,38663481.0
1999,PL,38660271.0
2000,PL,38258629.0
2001,PL,38248076.0
2002,PL,38230364.0
2003,PL,38204570.0
2004,PL,38182222.0
2005,PL,38165445.0
2006,PL,38141267.0
2007,PL,38120560.0
2008,PL,38125759.0
2009,PL,38151603.0
2010,PL,38042794.0
2011,PL,38063255.0
2012,PL,38063164.0
2013,PL,38040196.0
2014,PL,38011735.0
2015,PL,37986412.0
2016,PL,37948016.0
1996,PT,10063945.0
1997,PT,10108977.0
1998,PT,10160196.0
1999,PT,10217828.0
2000,PT,10289898.0
2001,PT,10362722.0
2002,PT,10419631.0
2003,PT,10458821.0
2004,PT,10483861.0
2005,PT,10503330.0
2006,PT,10522288.0
2007,PT,10542964.0
2008,PT,10558177.0
2009,PT,10568247.0
2010,PT,10573100.0
2011,PT,10557560.0
2012,PT,10514844.0
2013,PT,10457295.0
2014,PT,10401062.0
2015,PT,10358076.0
2016,PT,10324611.0
2009,PW,20342.0
2011,PW,20599.0
2012,PW,20758.0
2013,PW,20920.0
2014,PW,21094.0
1993,PY,4541902.0
1994,PY,4651225.0
1995,PY,4760850.0
1996,PY,4870694.0
1997,PY,4980344.0
1998,PY,5089310.0
1999,PY,5196937.0
2000,PY,5302700.0
2001,PY,5406624.0
2002,PY,5508611.0
2003,PY,5607950.0
2004,PY,5703740.0
2005,PY,5795494.0
2006,PY,5882796.0
2007,PY,5966159.0
2008,PY,6047117.0
2009,PY,6127837.0
2010,PY,6209877.0
2011,PY,6293783.0
2012,PY,6379219.0
2013,PY,6465740.0
2014,PY,6552584.0
2015,PY,6639119.0
2016,PY,6725308.0
1985,QA,371081.0
1999,QA,569447.0
2000,QA,592267.0
2001,QA,616886.0
2002,QA,645659.0
2003,QA,688586.0
2004,QA,758855.0
2005,QA,864863.0
2006,QA,1010382.0
2007,QA,1189633.0
2008,QA,1389342.0
2009,QA,1590780.0
2010,QA,1779676.0
2011,QA,1952054.0
2012,QA,2109568.0
2013,QA,2250473.0
2014,QA,2374419.0
2015,QA,2481539.0
2016,QA,2569804.0
1991,RO,23001155.0
1992,RO,22794284.0
1993,RO,22763280.0
1994,RO,22730211.0
1995,RO,22684270.0
1996,RO,22619004.0
1997,RO,22553978.0
1998,RO,22507344.0
1999,RO,22472040.0
2000,RO,22442971.0
2001,RO,22131970.0
2002,RO,21730496.0
2003,RO,21574326.0
2004,RO,21451748.0
2005,RO,21319685.0
2006,RO,21193760.0
2007,RO,20882982.0
2008,RO,20537875.0
2009,RO,20367487.0
2010,RO,20246871.0
2011,RO,20147528.0
2012,RO,20058035.0
2013,RO,19983693.0
2014,RO,19908979.0
2015,RO,19815481.0
2016,RO,19705301.0
1990,RS,7586000.0
1991,RS,7595636.0
1992,RS,7646424.0
1993,RS,7699307.0
1994,RS,7734639.0
1995,RS,7625357.0
1996,RS,7617794.0
1997,RS,7596501.0
1998,RS,7567745.0
1999,RS,7540401.0
2000,RS,7516346.0
2001,RS,7503433.0
2002,RS,7496522.0
2003,RS,7480591.0
2004,RS,7463157.0
2005,RS,7440769.0
2006,RS,7411569.0
2007,RS,7381579.0
2008,RS,7350222.0
2009,RS,7320807.0
2010,RS,7291436.0
2011,RS,7234099.0
2012,RS,7199077.0
2013,RS,7164132.0
2014,RS,7130576.0
2015,RS,7095383.0
2016,RS,7057412.0
1993,RU,148520000.0
1994,RU,148336000.0
1995,RU,148375726.0
1996,RU,148160042.0
1997,RU,147915307.0
1998,RU,147670692.0
1999,RU,147214392.0
2000,RU,146596557.0
2001,RU,145976083.0
2002,RU,145306046.0
2003,RU,144648257.0
2004,RU,144067054.0
2005,RU,143518523.0
2006,RU,143049528.0
2007,RU,142805088.0
2008,RU,142742350.0
2009,RU,142785342.0
2010,RU,142849449.0
2011,RU,142960868.0
2012,RU,143201676.0
2013,RU,143506911.0
2014,RU,143819666.0
2015,RU,144096870.0
2016,RU,144342396.0
1985,RW,6120107.0
1986,RW,6407672.0
1987,RW,6732131.0
1988,RW,7030179.0
1989,RW,7216028.0
1990,RW,7235798.0
1991,RW,7051759.0
1992,RW,6701851.0
1993,RW,6299909.0
1994,RW,6005095.0
1995,RW,5928078.0
1996,RW,6115168.0
1997,RW,6522382.0
1998,RW,7059813.0
1999,RW,7593239.0
2000,RW,8025703.0
2001,RW,8329406.0
2002,RW,8536205.0
2003,RW,8680346.0
2004,RW,8818438.0
2005,RW,8991735.0
2006,RW,9206580.0
2007,RW,9447402.0
2008,RW,9708169.0
2009,RW,9977446.0
2010,RW,10246842.0
2011,RW,10516071.0
2012,RW,10788853.0
2013,RW,11065151.0
2014,RW,11345357.0
2015,RW,11629553.0
2016,RW,11917508.0
1985,SA,13189115.0
1986,SA,13869012.0
1991,SA,16867829.0
1992,SA,17378833.0
1993,SA,17859750.0
1994,SA,18311090.0
1995,SA,18735841.0
1996,SA,19131578.0
1997,SA,19505576.0
1998,SA,19882458.0
1999,SA,20294406.0
2000,SA,20764312.0
2001,SA,21303592.0
2002,SA,21906308.0
2003,SA,22556425.0
2004,SA,23228890.0
2005,SA,23905654.0
2006,SA,24578301.0
2007,SA,25252569.0
2008,SA,25940770.0
2009,SA,26661492.0
2010,SA,27425676.0
2011,SA,28238020.0
2012,SA,29086357.0
2013,SA,29944476.0
2014,SA,30776722.0
2015,SA,31557144.0
2016,SA,32275687.0
1995,SB,359225.0
1996,SB,369469.0
1997,SB,379947.0
1998,SB,390643.0
2012,SB,551531.0
2013,SB,563513.0
2014,SB,575504.0
2015,SB,587482.0
1985,SD,17210187.0
1986,SD,17757169.0
1987,SD,18302587.0
1988,SD,18866319.0
1989,SD,19475609.0
1990,SD,20147590.0
1991,SD,20893625.0
1992,SD,21701476.0
1993,SD,22535937.0
1994,SD,23347885.0
1995,SD,24102986.0
1996,SD,24786190.0
1997,SD,25410451.0
1998,SD,26003542.0
1999,SD,26607042.0
2000,SD,27250535.0
2001,SD,27945005.0
2002,SD,28679565.0
2003,SD,29435944.0
2004,SD,30186341.0
2005,SD,30911914.0
2006,SD,31607064.0
2007,SD,32282526.0
2008,SD,32955496.0
2009,SD,33650619.0
2010,SD,34385963.0
2011,SD,35167314.0
2012,SD,35990192.0
2013,SD,36849918.0
2014,SD,37737913.0
2015,SD,38647803.0
2016,SD,39578828.0
1990,SE,8558835.0
1991,SE,8617375.0
1992,SE,8668067.0
1993,SE,8718561.0
1994,SE,8780745.0
1995,SE,8826939.0
1996,SE,8840998.0
1997,SE,8846062.0
1998,SE,8850974.0
1999,SE,8857874.0
2000,SE,8872109.0
2001,SE,8895960.0
2002,SE,8924958.0
2003,SE,8958229.0
2004,SE,8993531.0
2005,SE,9029572.0
2006,SE,9080505.0
2007,SE,9148092.0
2008,SE,9219637.0
2009,SE,9298515.0
2010,SE,9378126.0
2011,SE,9449213.0
2012,SE,9519374.0
2013,SE,9600379.0
2014,SE,9696110.0
2015,SE,9799186.0
2016,SE,9903122.0
1986,SG,2733373.0
1987,SG,2774789.0
1988,SG,2846108.0
1989,SG,2930901.0
1990,SG,3047132.0
1991,SG,3135083.0
1993,SG,3313471.0
1994,SG,3419048.0
1995,SG,3524506.0
1996,SG,3670704.0
1997,SG,3796038.0
1998,SG,3927213.0
1999,SG,3958723.0
2001,SG,4138012.0
2002,SG,4175950.0
2003,SG,4114826.0
2004,SG,4166664.0
2005,SG,4265762.0
2006,SG,4401365.0
2007,SG,4588599.0
2008,SG,4839396.0
2009,SG,4987573.0
2010,SG,5076732.0
2011,SG,5183688.0
2012,SG,5312437.0
2013,SG,5399162.0
2014,SG,5469724.0
2015,SG,5535002.0
1992,SI,1996498.0
1993,SI,1991746.0
1994,SI,1989443.0
1995,SI,1989872.0
1996,SI,1988628.0
1997,SI,1985956.0
1998,SI,1981629.0
1999,SI,1983045.0
2000,SI,1988925.0
2001,SI,1992060.0
2002,SI,1994530.0
2003,SI,1995733.0
2004,SI,1997012.0
2005,SI,2000474.0
2006,SI,2006868.0
2007,SI,2018122.0
2008,SI,2021316.0
2009,SI,2039669.0
2010,SI,2048583.0
2011,SI,2052843.0
2012,SI,2057159.0
2013,SI,2059953.0
2014,SI,2061980.0
2015,SI,2063531.0
2016,SI,2064845.0
1993,SK,5325305.0
1995,SK,5361999.0
1996,SK,5373361.0
1997,SK,5383291.0
1998,SK,5390516.0
1999,SK,5396020.0
2000,SK,5388720.0
2001,SK,5378867.0
2002,SK,5376912.0
2003,SK,5373374.0
2004,SK,5372280.0
2005,SK,5372807.0
2006,SK,5373054.0
2007,SK,5374622.0
2008,SK,5379233.0
2009,SK,5386406.0
2010,SK,5391428.0
2011,SK,5398384.0
2012,SK,5407579.0
2013,SK,5413393.0
2014,SK,5418649.0
2015,SK,5423801.0
2016,SK,5428704.0
1985,SL,3799550.0
1986,SL,3912438.0
1987,SL,4034668.0
1988,SL,4152984.0
1990,SL,4312246.0
1991,SL,4337239.0
1992,SL,4331332.0
1993,SL,4307299.0
1994,SL,4283621.0
1995,SL,4274819.0
1996,SL,4282350.0
1997,SL,4305455.0
1998,SL,4353646.0
1999,SL,4437803.0
2000,SL,4564297.0
2001,SL,4739147.0
2002,SL,4957216.0
2003,SL,5199549.0
2004,SL,5439695.0
2005,SL,5658379.0
2006,SL,5848692.0
2007,SL,6015417.0
2008,SL,6165372.0
2009,SL,6310260.0
2010,SL,6458720.0
2011,SL,6611692.0
2012,SL,6766103.0
2013,SL,6922079.0
2014,SL,7079162.0
2015,SL,7237025.0
2016,SL,7396190.0
1985,SN,6484738.0
1986,SN,6686159.0
1987,SN,6893896.0
1988,SN,7107976.0
1989,SN,7328600.0
1990,SN,7555617.0
1991,SN,7789653.0
1992,SN,8029725.0
1993,SN,8272170.0
1994,SN,8512173.0
1995,SN,8746606.0
1996,SN,8974077.0
1997,SN,9196528.0
1998,SN,9418393.0
1999,SN,9645957.0
2000,SN,9884052.0
2001,SN,10134497.0
2002,SN,10396861.0
2003,SN,10670990.0
2004,SN,10955944.0
2005,SN,11251266.0
2006,SN,11556763.0
2007,SN,11873557.0
2008,SN,12203957.0
2009,SN,12550917.0
2010,SN,12916229.0
2011,SN,13300910.0
2012,SN,13703513.0
2013,SN,14120320.0
2014,SN,14546111.0
2015,SN,14976994.0
2016,SN,15411614.0
1985,SO,6791716.0
1986,SO,6887372.0
1987,SO,7018109.0
1988,SO,7165295.0
1989,SO,7298417.0
1990,SO,7397347.0
1992,SO,7488544.0
1993,SO,7519811.0
1994,SO,7583954.0
1995,SO,7704894.0
1996,SO,7892389.0
1997,SO,8137475.0
1998,SO,8422372.0
1999,SO,8720231.0
2000,SO,9011479.0
2001,SO,9290823.0
2002,SO,9564167.0
2003,SO,9836397.0
2004,SO,10116228.0
2005,SO,10409925.0
2006,SO,10718317.0
2007,SO,11038596.0
2008,SO,11369276.0
2009,SO,11707990.0
2010,SO,12053223.0
2011,SO,12404725.0
2012,SO,12763776.0
2013,SO,13132349.0
2014,SO,13513125.0
2015,SO,13908129.0
2016,SO,14317996.0
1992,SR,422763.0
