year,country_origin,value
1994,AD,2.0
1995,AD,2.0
1996,AD,3.0
1997,AD,1.0
1998,AD,2.0
1999,AD,3.0
2000,AD,3.0
2001,AD,8.0
2002,AD,13.0
2003,AD,13.0
2004,AD,7.0
2005,AD,12.0
2006,AD,11.0
2007,AD,12.0
2008,AD,9.0
2009,AD,8.0
2010,AD,8.0
2011,AD,6.0
2012,AD,7.0
2013,AD,5.0
2014,AD,7.0
2015,AD,9.0
1997,AE,4.0
1998,AE,7.0
1999,AE,7.0
2000,AE,25.0
2001,AE,49.0
2002,AE,69.0
2003,AE,45.0
2004,AE,82.0
2005,AE,46.0
2006,AE,277.0
2007,AE,318.0
2008,AE,267.0
2009,AE,440.0
2010,AE,453.0
2011,AE,500.0
2012,AE,608.0
2013,AE,156.0
2014,AE,170.0
2015,AE,204.0
2016,AE,254.0
1985,AF,4654343.0
1986,AF,5095453.0
1987,AF,5511740.0
1988,AF,5623642.0
1989,AF,5644909.0
1990,AF,6360675.0
1991,AF,6484571.0
1992,AF,6129086.0
1993,AF,3376455.0
1994,AF,3060507.0
1995,AF,3027487.0
1996,AF,2832962.0
1997,AF,2763177.0
1998,AF,2776334.0
1999,AF,2954722.0
2000,AF,4020160.0
2001,AF,3966691.0
2002,AF,4594978.0
2003,AF,2908231.0
2004,AF,3411302.0
2005,AF,3032628.0
2006,AF,2610785.0
2007,AF,3448016.0
2008,AF,3136897.0
2009,AF,2976610.0
2010,AF,3211033.0
2011,AF,2776321.0
2012,AF,2748246.0
2013,AF,2671814.0
2014,AF,2706606.0
2015,AF,2986659.0
2016,AF,3257811.0
1997,AG,1.0
1998,AG,2.0
1999,AG,2.0
2000,AG,9.0
2001,AG,13.0
2002,AG,46.0
2003,AG,31.0
2004,AG,28.0
2005,AG,24.0
2006,AG,28.0
2007,AG,25.0
2008,AG,52.0
2009,AG,70.0
2010,AG,61.0
2011,AG,65.0
2012,AG,79.0
2013,AG,78.0
2014,AG,70.0
2015,AG,68.0
2016,AG,105.0
2014,AI,1.0
2015,AI,1.0
1985,AL,3067.0
1986,AL,90.0
1987,AL,189.0
1988,AL,358.0
1989,AL,367.0
1990,AL,2502.0
1991,AL,4420.0
1992,AL,4825.0
1993,AL,4752.0
1994,AL,5027.0
1995,AL,5804.0
1996,AL,5788.0
1997,AL,5383.0
1998,AL,5357.0
1999,AL,6293.0
2000,AL,9620.0
2001,AL,11604.0
2002,AL,15756.0
2003,AL,14920.0
2004,AL,13807.0
2005,AL,15302.0
2006,AL,16369.0
2007,AL,16982.0
2008,AL,16829.0
2009,AL,17303.0
2010,AL,16168.0
2011,AL,16367.0
2012,AL,17069.0
2013,AL,20881.0
2014,AL,25370.0
2015,AL,52571.0
2016,AL,34821.0
1985,AM,333.0
1986,AM,528.0
1987,AM,208.0
1988,AM,301.0
1989,AM,1.0
1990,AM,1.0
1991,AM,1.0
1992,AM,195003.0
1993,AM,200116.0
1994,AM,201842.0
1995,AM,201443.0
1996,AM,203245.0
1997,AM,203690.0
1998,AM,193581.0
1999,AM,193231.0
2000,AM,11015.0
2001,AM,13287.0
2002,AM,18918.0
2003,AM,18129.0
2004,AM,17460.0
2005,AM,18317.0
2006,AM,20319.0
2007,AM,19419.0
2008,AM,20109.0
2009,AM,22081.0
2010,AM,20504.0
2011,AM,19144.0
2012,AM,18825.0
2013,AM,17378.0
2014,AM,18809.0
2015,AM,19730.0
2016,AM,23776.0
1985,AO,318022.0
1986,AO,355742.0
1987,AO,392153.0
1988,AO,408906.0
1989,AO,414922.0
1990,AO,414760.0
1991,AO,416916.0
1992,AO,385273.0
1993,AO,325149.0
1994,AO,282626.0
1995,AO,259783.0
1996,AO,250236.0
1997,AO,321704.0
1998,AO,341229.0
1999,AO,373430.0
2000,AO,447956.0
2001,AO,493600.0
2002,AO,534745.0
2003,AO,474278.0
2004,AO,328645.0
2005,AO,277949.0
2006,AO,255099.0
2007,AO,198970.0
2008,AO,185187.0
2009,AO,144170.0
2010,AO,136078.0
2011,AO,133414.0
2012,AO,136546.0
2013,AO,110198.0
2014,AO,89743.0
2015,AO,54755.0
2016,AO,33056.0
1985,AR,101.0
1986,AR,52.0
1987,AR,47.0
1988,AR,46.0
1989,AR,103.0
1990,AR,334.0
1991,AR,198.0
1992,AR,113.0
1993,AR,103.0
1994,AR,471.0
1995,AR,338.0
1996,AR,217.0
1997,AR,159.0
1998,AR,143.0
1999,AR,586.0
2000,AR,2172.0
2001,AR,2112.0
2002,AR,2104.0
2003,AR,1919.0
2004,AR,1307.0
2005,AR,1148.0
2006,AR,1073.0
2007,AR,1292.0
2008,AR,1191.0
2009,AR,765.0
2010,AR,647.0
2011,AR,578.0
2012,AR,495.0
2013,AR,472.0
2014,AR,435.0
2015,AR,364.0
2016,AR,319.0
1994,AT,60.0
1995,AT,49.0
1996,AT,52.0
1997,AT,55.0
1998,AT,60.0
1999,AT,48.0
2000,AT,38.0
2001,AT,32.0
2002,AT,83.0
2003,AT,76.0
2004,AT,52.0
2005,AT,70.0
2006,AT,49.0
2007,AT,28.0
2008,AT,16.0
2009,AT,14.0
2010,AT,13.0
2011,AT,13.0
2012,AT,18.0
2013,AT,19.0
2014,AT,14.0
2015,AT,8.0
1994,AU,2.0
1995,AU,1.0
1996,AU,1.0
1997,AU,2.0
1998,AU,1.0
1999,AU,2.0
2000,AU,5.0
2001,AU,7.0
2002,AU,23.0
2003,AU,20.0
2004,AU,25.0
2005,AU,47.0
2006,AU,36.0
2007,AU,63.0
2008,AU,52.0
2009,AU,36.0
2010,AU,47.0
2011,AU,47.0
2012,AU,54.0
2013,AU,39.0
2014,AU,32.0
2015,AU,25.0
2016,AU,5.0
2010,AW,1.0
1992,AZ,300000.0
1993,AZ,328005.0
1994,AZ,328095.0
1995,AZ,239520.0
1996,AZ,236097.0
1997,AZ,234950.0
1998,AZ,330275.0
1999,AZ,311169.0
2000,AZ,289589.0
2001,AZ,274522.0
2002,AZ,265218.0
2003,AZ,257885.0
2004,AZ,254541.0
2005,AZ,237801.0
2006,AZ,129167.0
2007,AZ,17818.0
2008,AZ,18191.0
2009,AZ,19410.0
2010,AZ,18825.0
2011,AZ,18355.0
2012,AZ,17730.0
2013,AZ,14437.0
2014,AZ,15100.0
2015,AZ,14940.0
2016,AZ,18162.0
1992,BA,797081.0
1993,BA,819329.0
1994,BA,874389.0
1995,BA,855328.0
1996,BA,1314148.0
1997,BA,1205853.0
1998,BA,990132.0
1999,BA,831331.0
2000,BA,721250.0
2001,BA,616623.0
2002,BA,590757.0
2003,BA,420559.0
2004,BA,328356.0
2005,BA,160251.0
2006,BA,230592.0
2007,BA,107513.0
2008,BA,103643.0
2009,BA,96211.0
2010,BA,86449.0
2011,BA,83153.0
2012,BA,73364.0
2013,BA,49151.0
2014,BA,40175.0
2015,BA,35103.0
2016,BA,30356.0
1994,BB,4.0
1995,BB,3.0
1996,BB,2.0
1997,BB,3.0
1998,BB,5.0
1999,BB,4.0
2000,BB,18.0
2001,BB,31.0
2002,BB,70.0
2003,BB,56.0
2004,BB,22.0
2005,BB,29.0
2006,BB,66.0
2007,BB,70.0
2008,BB,83.0
2009,BB,95.0
2010,BB,95.0
2011,BB,120.0
2012,BB,114.0
2013,BB,115.0
2014,BB,106.0
2015,BB,124.0
2016,BB,183.0
1987,BD,2.0
1988,BD,6.0
1989,BD,6.0
1990,BD,477.0
1991,BD,611.0
1992,BD,53921.0
1993,BD,57158.0
1994,BD,56199.0
1995,BD,56957.0
1996,BD,57962.0
1997,BD,60912.0
1998,BD,18078.0
1999,BD,4468.0
2000,BD,8723.0
2001,BD,8997.0
2002,BD,10636.0
2003,BD,13836.0
2004,BD,15077.0
2005,BD,17471.0
2006,BD,11825.0
2007,BD,17578.0
2008,BD,16810.0
2009,BD,12260.0
2010,BD,16559.0
2011,BD,15310.0
2012,BD,18367.0
2013,BD,32624.0
2014,BD,32977.0
2015,BD,42750.0
2016,BD,39714.0
1994,BE,2.0
1995,BE,3.0
1996,BE,5.0
1997,BE,10.0
1998,BE,14.0
1999,BE,16.0
2000,BE,40.0
2001,BE,35.0
2002,BE,51.0
2003,BE,53.0
2004,BE,68.0
2005,BE,117.0
2006,BE,99.0
2007,BE,69.0
2008,BE,89.0
2009,BE,97.0
2010,BE,92.0
2011,BE,94.0
2012,BE,109.0
2013,BE,109.0
2014,BE,98.0
2015,BE,101.0
2016,BE,54.0
1985,BF,90.0
1986,BF,110.0
1987,BF,50.0
1989,BF,2.0
1990,BF,2.0
1991,BF,8.0
1992,BF,61.0
1993,BF,63.0
1994,BF,72.0
1995,BF,63.0
1996,BF,72.0
1997,BF,118.0
1998,BF,105.0
1999,BF,107.0
2000,BF,380.0
2001,BF,341.0
2002,BF,1157.0
2003,BF,1011.0
2004,BF,689.0
2005,BF,818.0
2006,BF,580.0
2007,BF,822.0
2008,BF,1042.0
2009,BF,1367.0
2010,BF,1650.0
2011,BF,1621.0
2012,BF,1981.0
2013,BF,2535.0
2014,BF,3450.0
2015,BF,4851.0
2016,BF,6500.0
1985,BG,190.0
1986,BG,160.0
1987,BG,138.0
1988,BG,898.0
1989,BG,869.0
1990,BG,1922.0
1991,BG,2735.0
1992,BG,2981.0
1993,BG,3155.0
1994,BG,4689.0
1995,BG,4156.0
1996,BG,3246.0
1997,BG,3048.0
1998,BG,3122.0
1999,BG,2653.0
2000,BG,3712.0
2001,BG,3630.0
2002,BG,4587.0
2003,BG,3946.0
2004,BG,3452.0
2005,BG,5472.0
2006,BG,4270.0
2007,BG,3725.0
2008,BG,3340.0
2009,BG,3182.0
2010,BG,2687.0
2011,BG,2507.0
2012,BG,2291.0
2013,BG,2059.0
2014,BG,1841.0
2015,BG,1476.0
2016,BG,1026.0
1990,BH,39.0
1991,BH,52.0
1992,BH,53.0
1993,BH,60.0
1994,BH,75.0
1995,BH,71.0
1996,BH,63.0
1997,BH,82.0
1998,BH,97.0
1999,BH,129.0
2000,BH,150.0
2001,BH,75.0
2002,BH,64.0
2003,BH,64.0
2004,BH,74.0
2005,BH,68.0
2006,BH,82.0
2007,BH,91.0
2008,BH,93.0
2009,BH,83.0
2010,BH,113.0
2011,BH,291.0
2012,BH,407.0
2013,BH,373.0
2014,BH,455.0
2015,BH,511.0
2016,BH,522.0
1985,BI,199812.0
1986,BI,210621.0
1987,BI,186911.0
1988,BI,243154.0
1989,BI,191523.0
1990,BI,191942.0
1991,BI,230526.0
1992,BI,232385.0
1993,BI,877737.0
1994,BI,660794.0
1995,BI,356422.0
1996,BI,536742.0
1997,BI,609936.0
1998,BI,526358.0
1999,BI,539692.0
2000,BI,578567.0
2001,BI,585812.0
2002,BI,635289.0
2003,BI,622100.0
2004,BI,583948.0
2005,BI,515222.0
2006,BI,447004.0
2007,BI,422601.0
2008,BI,383626.0
2009,BI,131465.0
2010,BI,96341.0
2011,BI,277430.0
2012,BI,284328.0
2013,BI,251430.0
2014,BI,255596.0
2015,BI,482731.0
2016,BI,599525.0
1986,BJ,50.0
1987,BJ,50.0
1988,BJ,50.0
1989,BJ,62.0
1990,BJ,2.0
1991,BJ,4.0
1992,BJ,4.0
1993,BJ,69.0
1994,BJ,78.0
1995,BJ,54.0
1996,BJ,46.0
1997,BJ,46.0
1998,BJ,56.0
1999,BJ,52.0
2000,BJ,206.0
2001,BJ,238.0
2002,BJ,463.0
2003,BJ,542.0
2004,BJ,524.0
2005,BJ,683.0
2006,BJ,375.0
2007,BJ,440.0
2008,BJ,505.0
2009,BJ,608.0
2010,BJ,677.0
2011,BJ,735.0
2012,BJ,899.0
2013,BJ,820.0
2014,BJ,1061.0
2015,BJ,1583.0
2016,BJ,1621.0
1998,BM,1.0
1999,BM,1.0
2000,BM,1.0
2001,BM,1.0
2002,BM,1.0
2003,BM,2.0
2004,BM,1.0
2005,BM,5.0
2006,BM,2.0
2010,BM,1.0
2011,BM,5.0
2012,BM,4.0
2013,BM,1.0
1985,BO,1.0
1986,BO,1.0
1987,BO,1.0
1988,BO,2.0
1989,BO,28.0
1990,BO,731.0
1991,BO,67.0
1992,BO,28.0
1993,BO,41.0
1994,BO,178.0
1995,BO,180.0
1996,BO,177.0
1997,BO,161.0
1998,BO,183.0
1999,BO,174.0
2000,BO,300.0
2001,BO,316.0
2002,BO,709.0
2003,BO,754.0
2004,BO,671.0
2005,BO,622.0
2006,BO,803.0
2007,BO,851.0
2008,BO,615.0
2009,BO,738.0
2010,BO,727.0
2011,BO,764.0
2012,BO,785.0
2013,BO,815.0
2014,BO,871.0
2015,BO,921.0
2016,BO,927.0
1985,BR,5.0
1986,BR,3.0
1987,BR,1.0
1988,BR,1.0
1989,BR,6.0
1990,BR,14.0
1991,BR,11.0
1992,BR,11.0
1993,BR,12.0
1994,BR,44.0
1995,BR,59.0
1996,BR,85.0
1997,BR,104.0
1998,BR,136.0
1999,BR,196.0
2000,BR,874.0
2001,BR,1052.0
2002,BR,1588.0
2003,BR,1645.0
2004,BR,1420.0
2005,BR,963.0
2006,BR,1140.0
2007,BR,1936.0
2008,BR,1773.0
2009,BR,1347.0
2010,BR,1244.0
2011,BR,1246.0
2012,BR,1327.0
2013,BR,1554.0
2014,BR,2182.0
2015,BR,3054.0
2016,BR,4545.0
1998,BS,1.0
1999,BS,1.0
2000,BS,11.0
2001,BS,24.0
2002,BS,162.0
2003,BS,19.0
2004,BS,21.0
2005,BS,19.0
2006,BS,33.0
2007,BS,39.0
2008,BS,40.0
2009,BS,47.0
2010,BS,47.0
2011,BS,222.0
2012,BS,234.0
2013,BS,237.0
2014,BS,257.0
2015,BS,297.0
2016,BS,407.0
1991,BT,9504.0
1992,BT,75442.0
1993,BT,85336.0
1994,BT,103272.0
1995,BT,104750.0
1996,BT,106822.0
1997,BT,108703.0
1998,BT,105689.0
1999,BT,107619.0
2000,BT,108989.0
2001,BT,110913.0
2002,BT,112578.0
2003,BT,114222.0
2004,BT,115740.0
2005,BT,117647.0
2006,BT,119530.0
2007,BT,112241.0
2008,BT,106056.0
2009,BT,90078.0
2010,BT,76092.0
2011,BT,59009.0
2012,BT,41693.0
2013,BT,31734.0
2014,BT,23834.0
2015,BT,17947.0
2016,BT,12009.0
1989,BW,3.0
1990,BW,3.0
1991,BW,3.0
1992,BW,3.0
1993,BW,4.0
1994,BW,21.0
1995,BW,25.0
1996,BW,23.0
1997,BW,17.0
1998,BW,16.0
1999,BW,10.0
2000,BW,8.0
2001,BW,8.0
2002,BW,16.0
2003,BW,23.0
2004,BW,13.0
2005,BW,15.0
2006,BW,43.0
2007,BW,72.0
2008,BW,179.0
2009,BW,227.0
2010,BW,241.0
2011,BW,260.0
2012,BW,255.0
2013,BW,275.0
2014,BW,304.0
2015,BW,376.0
2016,BW,386.0
1993,BY,2.0
1994,BY,37.0
1995,BY,84.0
1996,BY,501.0
1997,BY,303.0
1998,BY,290.0
1999,BY,1507.0
2000,BY,3291.0
2001,BY,4830.0
2002,BY,8441.0
2003,BY,9913.0
2004,BY,9641.0
2005,BY,10288.0
2006,BY,11080.0
2007,BY,6177.0
2008,BY,6463.0
2009,BY,6506.0
2010,BY,6482.0
2011,BY,6839.0
2012,BY,7214.0
2013,BY,5277.0
2014,BY,5286.0
2015,BY,5603.0
2016,BY,5727.0
1994,BZ,8.0
1995,BZ,8.0
1996,BZ,3.0
1999,BZ,11.0
2000,BZ,28.0
2001,BZ,28.0
2002,BZ,36.0
2003,BZ,37.0
2004,BZ,32.0
2005,BZ,32.0
2006,BZ,33.0
2007,BZ,32.0
2008,BZ,39.0
2009,BZ,36.0
2010,BZ,33.0
2011,BZ,50.0
2012,BZ,47.0
2013,BZ,95.0
2014,BZ,129.0
2015,BZ,149.0
2016,BZ,203.0
1991,CA,4.0
1992,CA,4.0
1993,CA,4.0
1994,CA,4.0
1995,CA,4.0
1996,CA,8.0
1997,CA,11.0
1998,CA,15.0
1999,CA,18.0
2000,CA,33.0
2001,CA,17.0
2002,CA,71.0
2003,CA,85.0
2004,CA,76.0
2005,CA,158.0
2006,CA,140.0
2007,CA,544.0
2008,CA,116.0
2009,CA,110.0
2010,CA,95.0
2011,CA,117.0
2012,CA,134.0
2013,CA,135.0
2014,CA,168.0
2015,CA,427.0
2016,CA,125.0
1985,CD,6.0
1986,CD,6.0
1990,CD,2.0
1991,CD,4.0
1992,CD,7.0
1993,CD,11.0
1994,CD,38.0
1995,CD,177.0
1996,CD,222.0
1997,CD,33323.0
1998,CD,42416.0
1999,CD,79554.0
2000,CD,37465.0
2001,CD,29164.0
2002,CD,35648.0
2003,CD,37714.0
2004,CD,36336.0
2005,CD,32958.0
2006,CD,29987.0
2007,CD,25970.0
2008,CD,25070.0
2009,CD,23834.0
2010,CD,23793.0
2011,CD,24211.0
2012,CD,15010.0
2013,CD,15087.0
2014,CD,17985.0
2015,CD,18891.0
2016,CD,17548.0
1986,CF,230.0
1987,CF,160.0
1988,CF,170.0
1989,CF,310.0
1990,CF,100.0
1991,CF,320.0
1992,CF,325.0
1993,CF,339.0
1994,CF,279.0
1995,CF,243.0
1996,CF,241.0
1997,CF,149.0
1998,CF,174.0
1999,CF,197.0
2000,CF,255.0
2001,CF,29059.0
2002,CF,26053.0
2003,CF,41091.0
2004,CF,32725.0
2005,CF,44807.0
2006,CF,73848.0
2007,CF,99458.0
2008,CF,126357.0
2009,CF,160477.0
2010,CF,166470.0
2011,CF,172619.0
2012,CF,167227.0
2013,CF,258706.0
2014,CF,439428.0
2015,CF,522307.0
2016,CF,554989.0
1985,CG,88948.0
1986,CG,96739.0
1987,CG,70368.0
1988,CG,103587.0
1989,CG,103996.0
1990,CG,67503.0
1991,CG,65816.0
1992,CG,96530.0
1993,CG,74950.0
1994,CG,73799.0
1995,CG,92521.0
1996,CG,160610.0
1997,CG,219110.0
1998,CG,225329.0
1999,CG,273520.0
2000,CG,405610.0
2001,CG,421550.0
2002,CG,478935.0
2003,CG,508592.0
2004,CG,526956.0
2005,CG,525941.0
2006,CG,472365.0
2007,CG,466504.0
2008,CG,458316.0
2009,CG,531274.0
2010,CG,536422.0
2011,CG,543034.0
2012,CG,621590.0
2013,CG,619509.0
2014,CG,594446.0
2015,CG,618067.0
2016,CG,614984.0
1994,CH,8.0
1995,CH,27.0
1996,CH,33.0
1997,CH,55.0
1998,CH,77.0
1999,CH,91.0
2000,CH,71.0
2001,CH,62.0
2002,CH,61.0
2003,CH,36.0
2004,CH,13.0
2005,CH,18.0
2006,CH,38.0
2007,CH,34.0
2008,CH,38.0
2009,CH,23.0
2010,CH,20.0
2011,CH,22.0
2012,CH,22.0
2013,CH,15.0
2014,CH,21.0
2015,CH,21.0
2016,CH,9.0
1987,CI,1.0
1988,CI,1.0
1989,CI,1.0
1990,CI,2.0
1991,CI,13.0
1992,CI,34.0
1993,CI,41.0
1994,CI,98.0
1995,CI,201.0
1996,CI,268.0
1997,CI,360.0
1998,CI,537.0
1999,CI,564.0
2000,CI,1460.0
2001,CI,1655.0
2002,CI,25439.0
2003,CI,53550.0
2004,CI,36014.0
2005,CI,24696.0
2006,CI,32704.0
2007,CI,29686.0
2008,CI,28763.0
2009,CI,28520.0
2010,CI,47841.0
2011,CI,308257.0
2012,CI,184775.0
2013,CI,116693.0
2014,CI,97822.0
2015,CI,97114.0
2016,CI,84868.0
2009,CK,1.0
2010,CK,2.0
2011,CK,1.0
2012,CK,1.0
2013,CK,1.0
2014,CK,1.0
2015,CK,1.0
1985,CL,2221.0
1986,CL,2504.0
1987,CL,1966.0
1988,CL,608.0
1989,CL,1201.0
1990,CL,14838.0
1991,CL,14237.0
1992,CL,14330.0
1993,CL,17056.0
1994,CL,17421.0
1995,CL,14919.0
1996,CL,12840.0
1997,CL,9776.0
1998,CL,7030.0
1999,CL,1550.0
2000,CL,1037.0
2001,CL,1044.0
2002,CL,2224.0
2003,CL,1871.0
2004,CL,1395.0
2005,CL,1030.0
2006,CL,885.0
2007,CL,1101.0
2008,CL,1118.0
2009,CL,1492.0
2010,CL,1344.0
2011,CL,1313.0
2012,CL,1222.0
2013,CL,666.0
2014,CL,682.0
2015,CL,716.0
2016,CL,684.0
1989,CM,60.0
1990,CM,100.0
1991,CM,1.0
1992,CM,84.0
1993,CM,174.0
1994,CM,239.0
1995,CM,2022.0
1996,CM,2109.0
1997,CM,2259.0
1998,CM,1356.0
1999,CM,1654.0
2000,CM,3560.0
2001,CM,4892.0
2002,CM,8075.0
2003,CM,9568.0
2004,CM,11369.0
2005,CM,13961.0
2006,CM,13771.0
2007,CM,14504.0
2008,CM,16805.0
2009,CM,17028.0
2010,CM,17067.0
2011,CM,17666.0
2012,CM,16791.0
2013,CM,15673.0
2014,CM,16292.0
2015,CM,17984.0
2016,CM,21327.0
1985,CN,124.0
1986,CN,154.0
1987,CN,24.0
1988,CN,265.0
1989,CN,413.0
1990,CN,2806.0
1991,CN,2011.0
1992,CN,85038.0
1993,CN,111519.0
1994,CN,114168.0
1995,CN,104898.0
1996,CN,105920.0
1997,CN,106788.0
1998,CN,109447.0
1999,CN,111972.0
2000,CN,128184.0
2001,CN,137233.0
2002,CN,157361.0
2003,CN,153694.0
2004,CN,154467.0
2005,CN,143512.0
2006,CN,157921.0
2007,CN,164670.0
2008,CN,194864.0
2009,CN,198976.0
2010,CN,192448.0
2011,CN,201767.0
2012,CN,208905.0
2013,CN,220023.0
2014,CN,258626.0
2015,CN,270732.0
2016,CN,279968.0
1985,CO,60.0
1986,CO,50.0
1987,CO,50.0
1988,CO,35.0
1989,CO,66.0
1990,CO,494.0
1991,CO,740.0
1992,CO,914.0
1993,CO,1049.0
1994,CO,1380.0
1995,CO,1906.0
1996,CO,2175.0
1997,CO,2377.0
1998,CO,3540.0
1999,CO,5662.0
2000,CO,14601.0
2001,CO,33570.0
2002,CO,102657.0
2003,CO,87528.0
2004,CO,95328.0
2005,CO,540109.0
2006,CO,561757.0
2007,CO,594859.0
2008,CO,426198.0
2009,CO,454148.0
2010,CO,455964.0
2011,CO,438555.0
2012,CO,412760.0
2013,CO,412358.0
2014,CO,364999.0
2015,CO,348761.0
2016,CO,323730.0
1991,CR,1.0
1992,CR,5.0
1993,CR,7.0
1994,CR,223.0
1995,CR,211.0
1996,CR,139.0
1997,CR,90.0
1998,CR,54.0
1999,CR,76.0
2000,CR,283.0
2001,CR,757.0
2002,CR,1828.0
2003,CR,1562.0
2004,CR,489.0
2005,CR,311.0
2006,CR,359.0
2007,CR,427.0
2008,CR,420.0
2009,CR,423.0
2010,CR,428.0
2011,CR,371.0
2012,CR,352.0
2013,CR,924.0
2014,CR,544.0
2015,CR,597.0
2016,CR,494.0
1985,CU,1876.0
1986,CU,686.0
1987,CU,836.0
1988,CU,3874.0
1989,CU,7682.0
1990,CU,13953.0
1991,CU,17695.0
1992,CU,21273.0
1993,CU,22406.0
1994,CU,23321.0
1995,CU,24855.0
1996,CU,25525.0
1997,CU,24913.0
1998,CU,23563.0
1999,CU,23328.0
2000,CU,23553.0
2001,CU,22493.0
2002,CU,20734.0
2003,CU,18307.0
2004,CU,17671.0
2005,CU,20684.0
2006,CU,34923.0
2007,CU,8597.0
2008,CU,8821.0
2009,CU,9777.0
2010,CU,11883.0
2011,CU,8789.0
2012,CU,8544.0
2013,CU,8557.0
2014,CU,9437.0
2015,CU,9254.0
2016,CU,10902.0
1988,CY,11.0
1989,CY,11.0
1990,CY,11.0
1994,CY,8.0
1995,CY,9.0
1996,CY,10.0
1997,CY,8.0
1998,CY,11.0
1999,CY,792.0
2000,CY,18.0
2001,CY,18.0
2002,CY,28.0
2003,CY,13.0
2004,CY,6.0
2005,CY,9.0
2006,CY,6.0
2007,CY,11.0
2008,CY,12.0
2009,CY,13.0
2010,CY,16.0
2011,CY,13.0
2012,CY,14.0
2013,CY,12.0
2014,CY,13.0
2015,CY,11.0
1985,CZ,1461.0
1986,CZ,411.0
1987,CZ,385.0
1988,CZ,5649.0
1989,CZ,5790.0
1990,CZ,6123.0
1991,CZ,4491.0
1992,CZ,3327.0
1993,CZ,5015.0
1994,CZ,4648.0
1995,CZ,2039.0
1996,CZ,981.0
1997,CZ,698.0
1998,CZ,1934.0
1999,CZ,1243.0
2000,CZ,989.0
2001,CZ,1390.0
2002,CZ,7175.0
2003,CZ,7056.0
2004,CZ,4700.0
2005,CZ,3792.0
2006,CZ,2316.0
2007,CZ,1522.0
2008,CZ,2148.0
2009,CZ,3166.0
2010,CZ,1977.0
2011,CZ,1425.0
2012,CZ,831.0
2013,CZ,1109.0
2014,CZ,1431.0
2015,CZ,1413.0
2016,CZ,1488.0
1991,DE,4.0
1992,DE,4.0
1993,DE,8.0
1994,DE,449.0
1995,DE,386.0
1996,DE,420.0
1997,DE,443.0
1998,DE,688.0
1999,DE,1298.0
2000,DE,1238.0
2001,DE,1087.0
2002,DE,1001.0
2003,DE,788.0
2004,DE,141.0
2005,DE,141.0
2006,DE,197.0
2007,DE,196.0
2008,DE,269.0
2009,DE,257.0
2010,DE,200.0
2011,DE,206.0
2012,DE,208.0
2013,DE,256.0
2014,DE,268.0
2015,DE,256.0
2016,DE,180.0
1990,DJ,5.0
1991,DJ,10.0
1992,DJ,11.0
1993,DJ,38.0
1994,DJ,18068.0
1995,DJ,18095.0
1996,DJ,18101.0
1997,DJ,8142.0
1998,DJ,3219.0
1999,DJ,1879.0
2000,DJ,2059.0
2001,DJ,1092.0
2002,DJ,586.0
2003,DJ,593.0
2004,DJ,535.0
2005,DJ,722.0
2006,DJ,598.0
2007,DJ,680.0
2008,DJ,716.0
2009,DJ,784.0
2010,DJ,798.0
2011,DJ,889.0
2012,DJ,952.0
2013,DJ,1169.0
2014,DJ,1309.0
2015,DJ,1618.0
2016,DJ,2246.0
1994,DK,11.0
1995,DK,18.0
1996,DK,34.0
1997,DK,33.0
1998,DK,28.0
1999,DK,25.0
2000,DK,29.0
2001,DK,4.0
2002,DK,17.0
2003,DK,16.0
2004,DK,15.0
2005,DK,19.0
2006,DK,19.0
2007,DK,16.0
2008,DK,18.0
2009,DK,11.0
2010,DK,13.0
2011,DK,12.0
2012,DK,10.0
2013,DK,18.0
2014,DK,20.0
2015,DK,20.0
1996,DM,1.0
1997,DM,1.0
1998,DM,1.0
1999,DM,3.0
2000,DM,18.0
2001,DM,32.0
2002,DM,55.0
2003,DM,46.0
2004,DM,44.0
2005,DM,76.0
2006,DM,67.0
2007,DM,67.0
2008,DM,79.0
2009,DM,75.0
2010,DM,70.0
2011,DM,62.0
2012,DM,66.0
2013,DM,62.0
2014,DM,55.0
2015,DM,125.0
2016,DM,130.0
1985,DO,1.0
1986,DO,1.0
1993,DO,1.0
1994,DO,29.0
1995,DO,30.0
1996,DO,29.0
1997,DO,47.0
1998,DO,42.0
1999,DO,45.0
2000,DO,97.0
2001,DO,172.0
2002,DO,227.0
2003,DO,217.0
2004,DO,246.0
2005,DO,146.0
2006,DO,273.0
2007,DO,493.0
2008,DO,588.0
2009,DO,637.0
2010,DO,642.0
2011,DO,603.0
2012,DO,647.0
2013,DO,1156.0
2014,DO,1497.0
2015,DO,2092.0
2016,DO,2683.0
1985,DZ,3.0
1986,DZ,1.0
1987,DZ,1.0
1988,DZ,5.0
1989,DZ,6.0
1990,DZ,19.0
1991,DZ,55.0
1992,DZ,71.0
1993,DZ,87.0
1994,DZ,20743.0
1995,DZ,1520.0
1996,DZ,2317.0
1997,DZ,3418.0
1998,DZ,5738.0
1999,DZ,7152.0
2000,DZ,10367.0
2001,DZ,11172.0
2002,DZ,14488.0
2003,DZ,13603.0
2004,DZ,12022.0
2005,DZ,13433.0
2006,DZ,9897.0
2007,DZ,11972.0
2008,DZ,10596.0
2009,DZ,9732.0
2010,DZ,8405.0
2011,DZ,8314.0
2012,DZ,8152.0
2013,DZ,7969.0
2014,DZ,9077.0
2015,DZ,11124.0
2016,DZ,10814.0
1990,EC,3.0
1991,EC,27.0
